measure	row	version	bold_header	indent_header	redcap	worksheet	column
Clock Drawing	261	2	Clock Drawing	Clock Drawing	clock_score	Template	3
Greek Cross	262	2	Greek Cross	Greek Cross	NA	NA	NA
Hooper Visual Organization	263	2	Hooper Visual Organization	Hooper Visual Organization	NA	NA	NA
Line Bisection	264	2	Line Bisection	Line Bisection	NA	NA	NA
WAIS-III: Block Design	265	2	WAIS-III: Block Design	WAIS-III: Block Design	NA	NA	NA
ATTENTION & CONCENTRATION	267	2	ATTENTION & CONCENTRATION	ATTENTION & CONCENTRATION	NA	NA	NA
WMS-III: Digit Span	269	2	WMS-III: Digit Span	WMS-III: Digit Span	NA	NA	NA
WMS-III: Spatial Span	270	2	WMS-III: Spatial Span	WMS-III: Spatial Span	NA	NA	NA
Symbol Digit Modalities Test	271	2	Symbol Digit Modalities Test	Symbol Digit Modalities Test	NA	NA	NA
Written	272	2	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_writ_raw	Template	3
Written	272	2	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_writ_ss	Template	4
Oral Retest	273	2	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_oral_raw	Template	3
Oral Retest	273	2	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_oral_ss	Template	4
Oral Only	274	2	Symbol Digit Modalities Test	Symbol Digit Modalities Test	NA	NA	NA
Paced Auditory Serial Addition Test	275	2	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	NA	NA	NA
"3"" Rate"	276	2	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_3srate_raw	Template	3
"3"" Rate"	276	2	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_3srate_ss	Template	4
"2"" Rate"	277	2	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_2srate_raw	Template	3
"2"" Rate"	277	2	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_2srate_ss	Template	4
Brief Test of Attention	278	2	Brief Test of Attention	Brief Test of Attention	NA	NA	NA
Gordon Diagnostic System	279	2	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Vigilance Task	280	2	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Correct (Block 1+2)	281	2	Gordon Diagnostic System	Vigilance Task	NA	NA	NA
Commissions (Block 1+2)	282	2	Gordon Diagnostic System	Vigilance Task	NA	NA	NA
Distractibility Task	283	2	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Correct (Block 1+2)	284	2	Gordon Diagnostic System	Distractibility Task	NA	NA	NA
Commissions (Block 1+2)	285	2	Gordon Diagnostic System	Distractibility Task	NA	NA	NA
Conner's CPT-II	286	2	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
ADHD Clinical Confidence Index	287	2	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Neurological Clinical Confidence Index	288	2	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Omissions	289	2	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Commissions	290	2	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Hit Reaction Time	291	2	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Variability	292	2	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Conner's CPT-3	293	2	Conner's CPT-3	Conner's CPT-3	NA	NA	NA
Detectability (d')	294	2	Conner's CPT-3	Conner's CPT-3	CPT3_disc_ss	Template	3
Omissions	295	2	Conner's CPT-3	Conner's CPT-3	CPT3_omis_ss	Template	3
Commissions	296	2	Conner's CPT-3	Conner's CPT-3	CPT3_comis_ss	Template	3
Perseverations	297	2	Conner's CPT-3	Conner's CPT-3	CPT3_per_ss	Template	3
HRT	298	2	Conner's CPT-3	Conner's CPT-3	CPT3_HRT_ss	Template	4
HRT SD	299	2	Conner's CPT-3	Conner's CPT-3	CPT3_HRTSD_ss	Template	4
Variability	300	2	Conner's CPT-3	Conner's CPT-3	CPT3_var_ss	Template	3
HRT Block Change	301	2	Conner's CPT-3	Conner's CPT-3	CPT3_HRTbc_ss	Template	3
HRT ISI Change	302	2	Conner's CPT-3	Conner's CPT-3	CPT3_HRTisi_ss	Template	3
Cancellation Tasks	303	2	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
Omissions	304	2	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
Commissions	305	2	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
Completion Time	306	2	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
EXECUTIVE FUNCTIONING	308	2	EXECUTIVE FUNCTIONING	EXECUTIVE FUNCTIONING	NA	NA	NA
COWAT	310	2	COWAT	COWAT	NA	NA	NA
FAS	311	2	FAS	FAS	NA	NA	NA
Animal Naming	312	2	Animal Naming	Animal Naming	NA	NA	NA
Trail Making Test: Part-A	313	2	Trail Making Test: Part-A	Trail Making Test: Part-A	trailsa_raw	Template	3
Trail Making Test: Part-A	313	2	Trail Making Test: Part-A	Trail Making Test: Part-A	trailsa_ss	Template	4
Trail Making Test: Part-A	313	2	Trail Making Test: Part-A	Trail Making Test: Part-A	trailsa_err	Template	6
Trail Making Test: Part-B	314	2	Trail Making Test: Part-B	Trail Making Test: Part-B	trailsb_raw	Template	3
Trail Making Test: Part-B	314	2	Trail Making Test: Part-B	Trail Making Test: Part-B	trailsb_ss	Template	4
Trail Making Test: Part-B	314	2	Trail Making Test: Part-B	Trail Making Test: Part-B	trailsb_err	Template	6
Wisconsin Card Sorting Test	315	2	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	NA	NA	NA
Categories Completed	316	2	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_cat_raw	Template	3
Categories Completed	316	2	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_cat_perc	Template	5
Failures to Maintain Set	317	2	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_fms_raw	Template	3
Failures to Maintain Set	317	2	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_fms_perc	Template	5
Total Errors	318	2	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_err_raw	Template	3
Total Errors	318	2	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_err_ss	Template	4
Perseverative Responses	319	2	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_per_raw	Template	3
Perseverative Responses	319	2	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_per_ss	Template	4
DKEFS - Trail Making	320	2	DKEFS - Trail Making	DKEFS - Trail Making	NA	NA	NA
Visual Scanning	321	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_vis_scan_raw	Template	3
Visual Scanning	321	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_vis_scan_ss	Template	4
Number Sequencing	322	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_num_seq_raw	Template	3
Number Sequencing	322	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_num_seq_ss	Template	4
Letter Sequencing	323	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_let_seq_raw	Template	3
Letter Sequencing	323	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_let_seq_ss	Template	4
Number-Letter Switching	324	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_switch_raw	Template	3
Number-Letter Switching	324	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_switch_ss	Template	4
Total Errors	325	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_errors_raw	Template	3
Total Errors	325	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_errors_ss	Template	4
Motor Speed	326	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_mot_speed_raw	Template	3
Motor Speed	326	2	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_mot_speed_ss	Template	4
DKFES - Verbal Fluency	327	2	DKFES - Verbal Fluency	DKFES - Verbal Fluency	NA	NA	NA
Letter Fluency	328	2	DKFES - Verbal Fluency	DKFES - Verbal Fluency	NA	NA	NA
Category Fluency	329	2	DKFES - Verbal Fluency	DKFES - Verbal Fluency	NA	NA	NA
Switching Fluency	330	2	DKFES - Verbal Fluency	DKFES - Verbal Fluency	NA	NA	NA
Switching Accuracy	331	2	DKFES - Verbal Fluency	DKFES - Verbal Fluency	NA	NA	NA
DKEFS - Design Fluency	332	2	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
Filled Dots	333	2	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
Empty Dots	334	2	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
Switching	335	2	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
Total Repetitions	336	2	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
DKEFS - C/W Interference	337	2	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Color Naming	338	2	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Word Reading	339	2	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Inhibition	340	2	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Inhibition/Switching	341	2	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Inhibition/Switching Errors	342	2	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
DKEFS - Sorting	343	2	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
Confirmed Correct Sorts	344	2	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
Free Sorting Description	345	2	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
Repeated Sorts	346	2	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
Set-Loss Sorts	347	2	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
DKEFS - 20 Questions	348	2	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Initial Abstraction	349	2	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Total Questions Asked	350	2	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Weighted Achievement	351	2	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Repeated Questions	352	2	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Set-Loss Questions	353	2	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
DKEFS - Proverbs	354	2	DKEFS - Proverbs	DKEFS - Proverbs	NA	NA	NA
Achievement: Free Inquiry	355	2	DKEFS - Proverbs	DKEFS - Proverbs	NA	NA	NA
Accuracy Only Score	356	2	DKEFS - Proverbs	DKEFS - Proverbs	NA	NA	NA
Abstraction Only Score	357	2	DKEFS - Proverbs	DKEFS - Proverbs	NA	NA	NA
DKEFS - Tower	358	2	DKEFS - Tower	DKEFS - Tower	NA	NA	NA
Achievement Score	359	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_ach_score_raw	Template	3
Achievement Score	359	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_ach_score_ss	Template	4
Mean First Move Time	360	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_mean1move_raw	Template	3
Mean First Move Time	360	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_mean1move_ss	Template	4
Time / Move Ratio	361	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_timepermove_raw	Template	3
Time / Move Ratio	361	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_timepermove_ss	Template	4
Move Accuracy Ratio	362	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_move_acc_raw	Template	3
Move Accuracy Ratio	362	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_move_acc_ss	Template	4
Rule-Violation / Item Ratio	363	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_rule_viol_raw	Template	3
Rule-Violation / Item Ratio	363	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_rule_viol_ss	Template	4
Total Rule Violations	364	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_tot_rvs_raw	Template	3
Total Rule Violations	364	2	DKEFS - Tower	DKEFS - Tower	DKEFSTower_tot_rvs_perc	Template	5
Short Category Test	365	2	Short Category Test	Short Category Test	NA	NA	NA
Tapping Set	366	2	Tapping Set	Tapping Set	TapSet_raw	Template	3
Motor Sequencing	367	2	Motor Sequencing	Motor Sequencing	MotSeq_raw	Template	3
Frontal Systems Behavior Scale	368	2	Frontal Systems Behavior Scale	Frontal Systems Behavior Scale	NA	NA	NA
Self-Rating: Before	369	2	Frontal Systems Behavior Scale	Frontal Systems Behavior Scale	NA	NA	NA
Apathy	370	2	Frontal Systems Behavior Scale	Self-Rating: Before	NA	NA	NA
Disinhibition	371	2	Frontal Systems Behavior Scale	Self-Rating: Before	NA	NA	NA
Exec. Dysfunction	372	2	Frontal Systems Behavior Scale	Self-Rating: Before	NA	NA	NA
Total Score	373	2	Frontal Systems Behavior Scale	Self-Rating: Before	NA	NA	NA
Self-Rating: After	374	2	Frontal Systems Behavior Scale	Frontal Systems Behavior Scale	NA	NA	NA
Apathy	375	2	Frontal Systems Behavior Scale	Self-Rating: After	NA	NA	NA
Disinhibition	376	2	Frontal Systems Behavior Scale	Self-Rating: After	NA	NA	NA
Exec. Dysfunction	377	2	Frontal Systems Behavior Scale	Self-Rating: After	NA	NA	NA
Total Score	378	2	Frontal Systems Behavior Scale	Self-Rating: After	NA	NA	NA
Family Rating: Before	379	2	Frontal Systems Behavior Scale	Frontal Systems Behavior Scale	NA	NA	NA
Apathy	380	2	Frontal Systems Behavior Scale	Family Rating: Before	NA	NA	NA
Disinhibition	381	2	Frontal Systems Behavior Scale	Family Rating: Before	NA	NA	NA
Exec. Dysfunction	382	2	Frontal Systems Behavior Scale	Family Rating: Before	NA	NA	NA
Total Score	383	2	Frontal Systems Behavior Scale	Family Rating: Before	NA	NA	NA
Family Rating: After	384	2	Frontal Systems Behavior Scale	Frontal Systems Behavior Scale	NA	NA	NA
Apathy	385	2	Frontal Systems Behavior Scale	Family Rating: After	NA	NA	NA
Disinhibition	386	2	Frontal Systems Behavior Scale	Family Rating: After	NA	NA	NA
Exec. Dysfunction	387	2	Frontal Systems Behavior Scale	Family Rating: After	NA	NA	NA
Total Score	388	2	Frontal Systems Behavior Scale	Family Rating: After	NA	NA	NA
Stroop Color-Word Test	389	2	Stroop Color-Word Test	Stroop Color-Word Test	NA	NA	NA
Word Score	390	2	Stroop Color-Word Test	Stroop Color-Word Test	NA	NA	NA
Color Score	391	2	Stroop Color-Word Test	Stroop Color-Word Test	NA	NA	NA
Color-Word Score	392	2	Stroop Color-Word Test	Stroop Color-Word Test	NA	NA	NA
Interference Score	393	2	Stroop Color-Word Test	Stroop Color-Word Test	NA	NA	NA
Multiple Loops (PDE, PFE)	394	2	Multiple Loops (PDE, PFE)	Multiple Loops (PDE, PFE)	ML_PDE_raw	Template	3
Multiple Loops (PDE, PFE)	394	2	Multiple Loops (PDE, PFE)	Multiple Loops (PDE, PFE)	ML_PFE_raw	Template	3
Recurrent Series (PDE,PFE)	395	2	Recurrent Series (PDE,PFE)	Recurrent Series (PDE,PFE)	RS_PDE_raw	Template	3
Recurrent Series (PDE,PFE)	395	2	Recurrent Series (PDE,PFE)	Recurrent Series (PDE,PFE)	RS_PFE_raw	Template	3
SENSORY PERCEPTUAL EXAMINATION	397	2	SENSORY PERCEPTUAL EXAMINATION	SENSORY PERCEPTUAL EXAMINATION	NA	NA	NA
Tactile Imperceptions (DSS)	399	2	Tactile Imperceptions (DSS)	Tactile Imperceptions (DSS)	NA	NA	NA
Auditory Imperceptions (DSS)	400	2	Auditory Imperceptions (DSS)	Auditory Imperceptions (DSS)	NA	NA	NA
Visual Imperceptions (DSS)	401	2	Visual Imperceptions (DSS)	Visual Imperceptions (DSS)	NA	NA	NA
Above Eye Level	402	2	Visual Imperceptions (DSS)	Visual Imperceptions (DSS)	NA	NA	NA
Eye Level	403	2	Visual Imperceptions (DSS)	Visual Imperceptions (DSS)	NA	NA	NA
Below Eye Level	404	2	Visual Imperceptions (DSS)	Visual Imperceptions (DSS)	NA	NA	NA
Finger Gnosis	405	2	Finger Gnosis	Finger Gnosis	NA	NA	NA
Graphesthesia	406	2	Graphesthesia	Graphesthesia	NA	NA	NA
Smell Identification Test	407	2	Smell Identification Test	Smell Identification Test	NA	NA	NA
PSYCHO-MOTOR	409	2	PSYCHO-MOTOR	PSYCHO-MOTOR	NA	NA	NA
Finger Speed	411	2	Finger Speed	Finger Speed	NA	NA	NA
Dominant Hand	412	2	Finger Speed	Finger Speed	NA	NA	NA
Non-Dominant Hand	413	2	Finger Speed	Finger Speed	NA	NA	NA
Grip Strength	414	2	Grip Strength	Grip Strength	NA	NA	NA
Dominant Hand	415	2	Grip Strength	Grip Strength	gripstrength_DH_raw	Template	3
Dominant Hand	415	2	Grip Strength	Grip Strength	gripstrength_DH_ss	Template	4
Non-Dominant Hand	416	2	Grip Strength	Grip Strength	gripstrength_NDH_raw	Template	3
Non-Dominant Hand	416	2	Grip Strength	Grip Strength	gripstrength_NDH_ss	Template	4
Grooved Pegboard	417	2	Grooved Pegboard	Grooved Pegboard	NA	NA	NA
Dominant Hand	418	2	Grooved Pegboard	Grooved Pegboard	pegs_DH_trial1_raw	Template	3
Dominant Hand	418	2	Grooved Pegboard	Grooved Pegboard	pegs_DH_trial1_ss	Template	4
Trial 2	419	2	Grooved Pegboard	Dominant Hand	NA	NA	NA
Non-Dominant Hand	420	2	Grooved Pegboard	Grooved Pegboard	pegs_NDH_trial1_raw	Template	3
Non-Dominant Hand	420	2	Grooved Pegboard	Grooved Pegboard	pegs_NDH_trial1_ss	Template	4
Trial 2	421	2	Grooved Pegboard	Non-Dominant Hand	NA	NA	NA
9-Hole Pegboard	422	2	9-Hole Pegboard	9-Hole Pegboard	NA	NA	NA
Dominant Hand	423	2	9-Hole Pegboard	9-Hole Pegboard	NA	NA	NA
Trial 2	424	2	9-Hole Pegboard	Dominant Hand	NA	NA	NA
Non-Dominant Hand	425	2	9-Hole Pegboard	9-Hole Pegboard	NA	NA	NA
Trial 2	426	2	9-Hole Pegboard	Non-Dominant Hand	NA	NA	NA
MOOD & PERSONALITY	428	2	MOOD & PERSONALITY	MOOD & PERSONALITY	NA	NA	NA
Beck Depression Inventory-2	430	2	Beck Depression Inventory-2	Beck Depression Inventory-2	bdi_raw	Template	3
Beck Depression Inventory-2	430	2	Beck Depression Inventory-2	Beck Depression Inventory-2	bdi_class	Template	6
Beck Anxiety Inventory	431	2	Beck Anxiety Inventory	Beck Anxiety Inventory	bai_raw	Template	3
Beck Anxiety Inventory	431	2	Beck Anxiety Inventory	Beck Anxiety Inventory	bai_class	Template	6
Geriatric Depression Scale	432	2	Geriatric Depression Scale	Geriatric Depression Scale	gds_raw	Template	3
Geriatric Depression Scale	432	2	Geriatric Depression Scale	Geriatric Depression Scale	gds_class	Template	6
ADFACS (Modified Scores)	433	2	ADFACS (Modified Scores)	ADFACS (Modified Scores)	NA	NA	NA
Instrumental ADL's	434	2	ADFACS (Modified Scores)	ADFACS (Modified Scores)	adfacs_iadlperc	Template	3
Basic ADL's	435	2	ADFACS (Modified Scores)	ADFACS (Modified Scores)	adfacs_adlperc	Template	3
Total Impairment	436	2	ADFACS (Modified Scores)	ADFACS (Modified Scores)	adfacs_tot	Template	3
State-Trait Anxiety Inventory	437	2	State-Trait Anxiety Inventory	State-Trait Anxiety Inventory	NA	NA	NA
State Anxiety	438	2	State-Trait Anxiety Inventory	State-Trait Anxiety Inventory	NA	NA	NA
Trait Anxiety	439	2	State-Trait Anxiety Inventory	State-Trait Anxiety Inventory	NA	NA	NA
ADHD Rating Scales-IV (Adult)	440	2	ADHD Rating Scales-IV (Adult)	ADHD Rating Scales-IV (Adult)	NA	NA	NA
Childhood Symptoms	441	2	ADHD Rating Scales-IV (Adult)	ADHD Rating Scales-IV (Adult)	NA	NA	NA
Inattention	442	2	ADHD Rating Scales-IV (Adult)	Childhood Symptoms	NA	NA	NA
Hyperactivity-Impulsivity	443	2	ADHD Rating Scales-IV (Adult)	Childhood Symptoms	NA	NA	NA
Total ADHD	444	2	ADHD Rating Scales-IV (Adult)	Childhood Symptoms	NA	NA	NA
Current Symptoms	445	2	ADHD Rating Scales-IV (Adult)	ADHD Rating Scales-IV (Adult)	NA	NA	NA
Inattention	446	2	ADHD Rating Scales-IV (Adult)	Current Symptoms	NA	NA	NA
Hyperactivity-Impulsivity	447	2	ADHD Rating Scales-IV (Adult)	Current Symptoms	NA	NA	NA
Total ADHD	448	2	ADHD Rating Scales-IV (Adult)	Current Symptoms	NA	NA	NA
ASEBA - Adult Self Report	449	2	ASEBA - Adult Self Report	ASEBA - Adult Self Report	NA	NA	NA
Self-Report	450	2	ASEBA - Adult Self Report	ASEBA - Adult Self Report	NA	NA	NA
Anxious / Depressed	451	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Withdrawn	452	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Somatic Complaints	453	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Thought Problems	454	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Attention Problems	455	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Aggressive Behavior	456	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Rule-Breaking Behavior	457	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Intrusive	458	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
AD/H Problems	459	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Inattention	460	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Hyper-Impulsivity	461	2	ASEBA - Adult Self Report	Self-Report	NA	NA	NA
Collateral Report	462	2	ASEBA - Adult Self Report	ASEBA - Adult Self Report	NA	NA	NA
Anxious / Depressed	463	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
Withdrawn	464	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
Somatic Complaints	465	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
Thought Problems	466	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
Attention Problems	467	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
Aggressive Behavior	468	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
Rule-Breaking Behavior	469	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
Intrusive	470	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
AD/H Problems	471	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
Inattention	472	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
Hyper-Impulsivity	473	2	ASEBA - Adult Self Report	Collateral Report	NA	NA	NA
ASEBA - Adult Behavior Checklist	474	2	ASEBA - Adult Behavior Checklist	ASEBA - Adult Behavior Checklist	NA	NA	NA
Self-Report	475	2	ASEBA - Adult Behavior Checklist	ASEBA - Adult Behavior Checklist	NA	NA	NA
Anxious / Depressed	476	2	ASEBA - Adult Behavior Checklist	Self-Report	NA	NA	NA
Withdrawn	477	2	ASEBA - Adult Behavior Checklist	Self-Report	NA	NA	NA
Somatic Complaints	478	2	ASEBA - Adult Behavior Checklist	Self-Report	NA	NA	NA
Thought Problems	479	2	ASEBA - Adult Behavior Checklist	Self-Report	NA	NA	NA
Attention Problems	480	2	ASEBA - Adult Behavior Checklist	Self-Report	NA	NA	NA
Aggressive Behavior	481	2	ASEBA - Adult Behavior Checklist	Self-Report	NA	NA	NA
